Status,FeatureType,PropertyName,SubPropertyName,GISPropNum,OMPPropID,Borough,District,x,y
Activated,Misting Station,Captain Rivera Playground,,X194,X194,Bronx,X-01,1010012.09577347,237347.454816639
Activated,Misting Station,Macombs Dam Park,Macombs Dam Park,X030,X030-01,Bronx,X-04,1003716.51978197,241066.45722115
Activated,Misting Station,Behagen Playground,,X166,X166,Bronx,X-03,1011649.77786555,240043.614450559
Activated,Misting Station,Nelson Playground,,X168,X168,Bronx,X-04,1004455.40511521,243465.197502389
Activated,Misting Station,Beanstalk Playground,,X283,X283,Bronx,X-05,1007295.3938578,250429.252471894
Activated,Misting Station,Gouverneur Playground,,X222,X222,Bronx,X-03,1011012.61247321,243787.189640566
Activated,Misting Station,Noble Playground,,X123,X123,Bronx,X-09,1019519.10792738,244204.270827397
Activated,RPZ Spray Adapter,Andrews Grove,,Q045,Q045,Queens,Q-02,996719.830691382,210129.425263315
Activated,Drinking Fountain Spray Adapter,Playground One Forty,,Q220E,Q220E,Queens,Q-12,1039464.37709188,185176.286193311
Activated,Drinking Fountain Spray Adapter,Springfield Park,Springfield Playground,Q107,Q107-01,Queens,Q-13,1050102.81874147,179760.426946312
Activated,Ground Hydrant Spray Adapter,Asser Levy Park,,B080,B080,Brooklyn,B-13,991861.727218642,148929.980077147
Broken,Drinking Fountain Spray Adapter,Ethan Allen Playground,,B345,B345,Brooklyn,B-05,1015717.70444096,178220.94938223
Broken,Drinking Fountain Spray Adapter,Herbert Von King Park,,B088,B088,Brooklyn,B-03,999305.941004723,190596.929551482
Broken,Drinking Fountain Spray Adapter,Robert E. Venable Park,,B380,B380,Brooklyn,B-05,1021720.36632013,185067.612526148
Broken,Drinking Fountain Spray Adapter,Poor Richard's Playground,,M230,M230,Manhattan,M-11,1000128.40983194,228085.341452281
Broken,Misting Station,Marion Hopkinson Playground,,B110,B110,Brooklyn,B-16,1008359.08365955,187680.452116727
Broken,Misting Station,South Pacific Playground,,B153,B153,Brooklyn,B-16,1006569.01735781,185461.337132394
Activated,CS Spray Adapter,Nautilus Playground,,B268,B268,Brooklyn,B-13,985372.576154977,147569.152090147
Activated,Misting Station,Lafayette Playground,,B106B,B106B,Brooklyn,B-13,988377.27716656,156062.077689558
Activated,Misting Station,Irving Square Park,,B049,B049,Brooklyn,B-04,1009277.87152013,191408.534883648
Broken,Drinking Fountain Spray Adapter,Breukelen Ballfields,Breukelen Plgd,B247,B247-01,Brooklyn,B-18,1013759.86911781,177546.748630896
Activated,CS Spray Adapter,Carver Playground,,B347,B347,Brooklyn,B-03,1006330.83017013,187201.019020482
Activated,Misting Station,Lafayette Playground,,B023,B023,Brooklyn,B-03,1003650.7495723,191577.889531806
Broken,Misting Station,South Oxford Park,,B407,B407,Brooklyn,B-02,991808.727652713,188318.868818894
Activated,Buckner Box Spray Adapter,Detective Keith L Williams Park,,Q121,Q121,Queens,Q-12,1043856.42244163,195459.010706558
Activated,Drinking Fountain Spray Adapter,Wayanda Park,,Q082,Q082,Queens,Q-13,1056700.34097947,198375.611828729
Activated,Drinking Fountain Spray Adapter,Pat Williams Playground,,Q133,Q133,Queens,Q-13,1059209.68208938,199214.592106148
Broken,Misting Station,Mae Grant Playground,,M213,M213,Manhattan,M-11,998263.596632443,227981.465675783
Activated,Drinking Fountain Spray Adapter,Moore Playground,,M204,M204,Manhattan,M-11,1001191.93788889,234193.641898557
